host_id,AGG_COUNT,host_total_listings_count,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,bedrooms,accommodates,rounded_revenue,days_rented
"178431707","1","1","1","1","0","1","4","3744","66"
"178444947","6","36","6","0","6","8","18","0","0"
"17858285","5","35","5","2","5","5","11","0","0"
"17863169","1","1","1","1","0","1","2","0","0"
"178959086","1","1","1","1","0","1","4","1838","33"
"178969014","1","1","1","0","0","1","1","2117","70"
"1792856","6","36","6","6","6","10","25","835","6"
"179356055","1","1","1","1","0","1","4","5928","78"
"179410388","2","4","2","2","0","3","10","624","7"
"179508600","1","1","1","1","0","3","6","0","0"
"179514767","1","1","1","1","0","1","4","0","0"
"179519461","1","1","1","1","0","2","3","0","0"
"17952844","1","1","1","1","0","2","4","464","3"
"17962868","1","1","1","1","0","1","2","0","0"
"17967161","1","1","1","1","0","2","6","0","0"
"17969728","3","9","0","3","3","2","10","352","3"
"17973642","3","9","3","0","3","3","7","0","0"
"179788570","1","1","1","1","0","1","4","0","0"
"179826084","1","1","1","1","0","0","1","0","0"
"179914456","1","1","1","1","0","1","2","6355","107"
"179925084","3","9","3","3","3","4","10","3854","70"
"18002786","1","1","1","0","0","1","2","0","0"
"180097416","2","4","2","0","0","2","5","2191","17"
"180097885","1","0","1","1","0","3","6","5460","26"
"180169874","6","54","6","0","6","6","10","0","0"
"180222038","2","4","2","2","0","4","12","0","0"
"180321455","2","4","2","2","0","2","8","10733","125"
"180335662","1","2","0","1","0","1","4","8836","144"
"180342447","4","16","4","4","4","4","14","0","0"
"18050126","3","0","3","0","0","3","9","1318","17"
"180505092","1","1","1","1","0","6","15","5560","11"
"180621075","1","0","1","1","0","1","3","0","0"
"180635810","1","1","1","1","0","1","4","0","0"
"180640225","1","1","1","1","0","2","4","0","0"
"180745165","1","0","1","1","0","3","7","0","0"
"1811165","1","5","1","0","1","1","2","92","3"
"181324939","1","0","1","1","0","1","4","668","11"
"18135410","1","1","1","1","0","1","4","4368","89"
"18141924","1","0","1","1","0","1","4","2674","44"
"18143145","1","1","1","1","0","3","5","0","0"
"18148040","1","1","1","0","0","1","2","0","0"
"18149550","1","1","1","1","0","1","4","0","0"
"18151696","1","4","1","1","1","1","3","6017","66"
"18156290","1","1","1","0","0","1","2","0","0"
"18162750","1","1","1","1","0","1","2","0","0"
"181648732","1","1","1","1","0","2","4","0","0"
"181784584","1","1","1","1","0","1","4","2629","44"
"181816688","1","1","1","1","0","1","2","10574","144"
"18183456","2","4","2","2","0","0","6","0","0"
"1819422","1","2","1","0","0","1","1","2005","44"
"1820348","1","1","1","1","0","1","2","2785","22"
"182130784","3","6","3","3","0","2","10","20394","411"
"182155904","2","4","2","2","0","4","12","4512","32"
"182158314","3","9","3","1","3","4","8","0","0"
"182158505","1","1","1","1","0","1","2","0","0"
"18236031","1","1","1","0","0","1","3","304","7"
"182409520","1","1","1","1","0","2","4","8112","96"
"182471335","1","1","1","1","0","2","4","260","3"
"182539394","1","0","1","1","0","2","7","1010","14"
"182604427","1","1","1","1","0","1","3","3246","85"
"182781313","1","1","1","1","0","2","3","0","0"
"182836644","1","1","1","1","0","1","4","0","0"
"182874074","1","1","1","1","0","2","4","0","0"
"182905173","1","2","1","1","0","1","3","0","0"
"18312446","1","1","1","1","0","1","2","4798","63"
"18315784","1","2","1","1","0","2","4","0","0"
"183267327","1","1","1","1","0","2","4","0","0"
"18332620","1","1","1","1","0","2","4","742","7"
"18332765","1","1","1","1","0","1","3","241","3"
"183526693","4","16","4","1","4","6","13","2413","36"
"183706051","1","1","1","1","0","2","4","2184","44"
"184057152","1","1","1","1","0","1","4","2822","37"
"184287353","1","1","1","1","0","2","4","6882","63"
"184291973","2","4","2","2","0","2","5","0","0"
"1843248","13","208","13","13","13","16","58","2792","43"
"184419592","1","1","1","1","0","1","2","0","0"
"184428075","1","1","1","0","0","1","2","0","0"
"18448355","1","1","1","1","0","1","3","0","0"
"184589521","1","1","1","1","0","1","4","0","0"
"18462510","1","1","1","1","0","1","3","0","0"
"184707322","1","0","1","1","0","1","4","0","0"
"18486302","1","0","1","0","0","1","2","0","0"
"184940712","1","1","1","1","0","1","4","4186","85"
"184967931","1","1","1","0","0","1","2","0","0"
"1850119","1","1","1","0","0","1","2","0","0"
"185032334","2","2","2","1","0","2","5","241","3"
"185141055","1","1","1","1","0","2","4","5148","122"
"185294999","3","9","3","3","3","2","9","590","11"
"185342510","2","2","2","2","0","2","6","4988","63"
"185358657","1","1","1","1","0","1","3","2451","40"
"1854501","1","1","1","1","0","1","2","1366","29"
"18552042","1","1","1","1","0","1","2","0","0"
"185527417","1","1","1","1","0","1","4","2525","37"
"18556436","1","1","1","1","0","1","2","334","7"
"18557896","3","9","0","3","3","3","11","12669","215"
"185602407","1","1","1","1","0","1","4","11700","130"
"18564235","1","3","1","1","1","3","6","0","0"
"185695400","1","0","1","1","0","1","4","3331","48"
"185811888","1","1","1","1","0","1","4","0","0"
"185843151","2","6","2","2","2","2","8","0","0"
"185898116","1","1","1","1","0","2","4","0","0"
"186017813","7","49","7","7","7","9","39","0","0"
"18627409","1","1","1","0","0","1","2","0","0"
"1863361","1","1","1","1","0","1","3","0","0"
"18639103","4","16","4","4","4","10","21","0","0"
"186564369","1","1","1","1","0","2","6","0","0"
"186737200","1","1","1","0","0","0","2","445","11"
"186740110","1","1","1","1","0","4","7","0","0"
"186809695","3","6","3","3","0","8","16","26497","151"
"1869448","3","6","3","3","0","7","17","0","0"
"1871340","1","1","1","1","0","1","3","1456","14"
"18716032","1","1","1","1","0","2","6","0","0"
"187225527","9","117","9","9","9","11","32","58007","963"
"18725028","1","0","1","1","0","2","8","0","0"
"187293947","1","2","1","1","0","2","3","148","3"
"187299930","1","1","1","1","0","2","6","839","7"
"187315896","1","0","1","1","0","6","12","0","0"
"187586716","1","1","1","1","0","2","4","8022","133"
"187638776","1","1","1","1","0","1","2","0","0"
"1877137","1","0","1","1","0","1","2","0","0"
"187851062","1","1","1","1","0","1","4","0","0"
"187991954","1","1","1","0","0","1","2","1456","29"
"188129281","2","4","2","0","0","2","4","3706","70"
"188169972","1","1","1","1","0","1","2","468","11"
"1882159","1","2","1","1","0","1","2","0","0"
"188291785","2","4","2","2","0","3","10","43356","486"
"188307075","1","0","1","1","0","1","3","0","0"
"188371041","2","4","2","0","0","2","4","0","0"
"188388846","1","1","1","0","0","1","3","0","0"
"188391562","1","1","1","1","0","2","4","0","0"
"18847517","1","1","1","1","0","0","2","0","0"
"1885212","7","70","7","7","7","5","26","1314","21"
"18857807","2","10","0","2","2","2","9","6536","118"
"18865543","1","1","1","1","0","2","4","3283","63"
"188987035","1","3","1","0","1","1","2","0","0"
"189058427","2","4","2","2","0","4","13","14277","115"
"18912723","1","1","1","0","0","1","2","0","0"
"189139788","2","4","2","0","0","2","3","2280","85"
"18927905","1","1","0","1","0","1","5","460","7"
"189343376","1","1","1","1","0","1","4","482","7"
"189384362","1","1","1","0","0","1","2","0","0"
"189473452","1","1","1","1","0","2","3","0","0"
"189636247","3","0","3","3","0","6","16","3565","74"
"189779144","4","16","4","0","4","4","8","185","3"
"189847356","2","6","2","2","2","2","6","0","0"
"189904007","3","6","3","1","0","5","10","22861","218"
"189956549","1","1","1","1","0","2","6","3803","59"
"1900611","4","16","4","4","4","4","10","5659","132"
"190061139","1","0","1","1","0","1","4","5229","59"
"190094837","1","1","1","0","0","1","2","1508","26"
"190142546","1","1","1","1","0","1","4","0","0"
"19018987","1","1","1","1","0","1","2","965","14"
"19037838","3","9","3","3","3","7","20","2825","17"
"190383055","1","1","1","0","0","1","2","0","0"
"190394728","1","1","1","1","0","1","2","367","3"
"190568392","1","1","1","1","0","1","3","10340","178"
"190585222","1","1","1","0","0","1","2","0","0"
"19060583","1","1","1","1","0","2","6","0","0"
"1906603","1","3","1","1","1","1","4","2228","14"
"190738706","1","0","1","1","0","2","3","1103","11"
"190739250","1","1","1","1","0","3","5","0","0"
"19102032","2","6","2","0","2","2","3","0","0"
"19104069","1","1","1","0","0","1","2","0","0"
"191141173","2","8","2","0","2","2","4","3245","110"
"191186931","1","5","1","1","1","4","14","5493","11"
"191328479","1","1","1","1","0","1","5","334","3"
"191377716","2","4","2","2","0","3","8","0","0"
"19150964","1","0","1","1","0","3","6","468","3"
"19162535","1","1","1","1","0","1","4","0","0"
"191705419","1","1","1","1","0","1","4","0","0"
"191723719","1","1","1","1","0","1","4","0","0"
"19174925","1","1","1","0","0","1","2","0","0"
"19178087","1","24","1","1","1","1","4","5619","63"
"19182065","1","1","1","1","0","1","2","0","0"
"19189091","1","1","1","1","0","1","4","2106","26"
"19191318","1","1","1","1","0","1","3","4988","63"
"192037556","1","1","1","1","0","3","5","0","0"
"192068267","5","5","5","0","0","5","12","2468","25"
"192091157","1","1","1","1","0","2","6","0","0"
"192224876","1","1","1","1","0","2","4","0","0"
"192256697","1","1","1","1","0","0","2","7176","156"
"192293198","1","1","1","1","0","2","4","0","0"
"192303150","1","0","1","1","0","1","4","2295","7"
"19232526","1","1","1","1","0","1","4","1092","22"
"192404904","2","8","2","2","2","6","17","7558","18"
"192482534","1","1","1","1","0","2","6","0","0"
"192517942","1","1","1","1","0","1","4","0","0"
"192652927","2","4","2","0","0","2","4","0","0"
"19284744","2","2","1","2","0","1","6","7725","282"
"193040421","1","1","1","0","0","1","3","0","0"
"193048691","1","2","0","0","0","2","4","0","0"
"193196231","1","2","1","1","0","1","2","0","0"
"19323956","1","1","1","1","0","1","4","0","0"
"1932433","6","54","6","6","6","11","19","0","0"
"193292773","5","20","5","1","5","8","21","0","0"
"193450787","1","1","1","1","0","1","2","0","0"
"193664457","1","1","1","0","0","1","2","0","0"
"193674821","2","4","2","0","0","2","4","0","0"
"19369609","3","18","3","1","3","5","10","0","0"
"1937715","1","1","1","0","0","1","2","185","3"
"19382358","1","1","1","1","0","1","2","4732","96"
"193875665","1","2","1","0","0","1","2","0","0"
"19392584","1","3","1","1","1","2","6","2184","26"
"193948351","1","1","1","1","0","1","2","0","0"
"194028401","1","2","1","1","0","2","6","0","0"
"194147366","1","1","1","0","0","2","5","0","0"
"194228965","1","1","1","1","0","2","6","3105","40"
"194245070","1","0","1","1","0","1","4","0","0"
"194471712","1","1","1","1","0","1","2","0","0"
"194503682","1","1","1","0","0","0","2","0","0"
"194535882","1","1","1","1","0","2","5","0","0"
"19466995","1","1","1","1","0","2","4","0","0"
"194683307","1","1","1","0","0","1","3","0","0"
"194725940","1","1","1","1","0","1","2","0","0"
"194750509","1","3","1","0","1","1","2","0","0"
"194868282","1","2","1","1","0","4","9","0","0"
"194930538","1","1","1","1","0","2","6","0","0"
"194933189","1","1","1","1","0","2","5","0","0"
"19510811","4","32","0","4","4","5","10","37067","269"
"195129125","1","1","1","0","0","1","2","0","0"
"195141880","1","2","1","1","0","2","4","0","0"
"19528331","1","1","1","1","0","2","5","0","0"
"19549835","1","2","1","1","0","2","5","564","7"
"19553926","4","8","4","4","0","4","10","4354","68"
"195583678","4","16","0","0","4","4","12","0","0"
"19559897","1","1","1","1","0","1","4","0","0"
"195600619","2","4","2","2","0","3","6","4178","55"
"19573818","1","1","1","1","0","2","4","3120","52"
"19584943","2","4","2","1","0","2","6","5025","122"
"196115828","3","9","3","2","3","4","11","3498","103"
"19613323","10","230","10","10","10","14","43","119541","1226"
"196177899","1","1","1","1","0","1","2","0","0"
"19619175","1","1","1","1","0","2","4","0","0"
"196208350","1","1","1","1","0","2","3","0","0"
"196382373","1","1","1","0","0","1","1","0","0"
"196554943","1","1","1","1","0","2","6","241","3"
"196610562","1","1","1","1","0","2","6","334","3"
"196629825","2","4","2","0","0","2","4","260","7"
"19680681","1","1","1","0","0","3","8","906","14"
"196998644","3","33","3","2","3","4","15","21835","307"
"197146820","1","1","1","1","0","1","5","0","0"
"197238813","1","2","1","0","0","1","1","170","7"
"197279926","1","1","1","1","0","2","4","6470","96"
"197314617","3","12","3","3","3","8","24","0","0"
"1974968","3","453","3","2","3","21","44","0","0"
"197678745","1","1","1","1","0","1","2","2039","33"
"197864524","2","4","2","2","0","3","10","4011","44"
"197933269","1","2","1","1","0","1","4","0","0"
"198049274","1","1","1","1","0","2","3","0","0"
"198156102","1","1","1","0","0","1","2","0","0"
"19816465","1","1","1","0","0","3","2","0","0"
"198206133","1","1","1","1","0","2","6","0","0"
"19828776","3","21","3","2","3","4","8","0","0"
"198338787","3","6","3","3","0","5","10","2228","3"
"198353901","1","1","1","1","0","1","6","2210","18"
"198428463","3","9","3","0","3","3","10","0","0"
"198574702","1","0","1","1","0","1","2","0","0"
"1989464","1","2","1","1","0","1","2","185","3"
"19895007","2","0","2","2","0","2","8","0","0"
"19895770","1","1","1","1","0","1","4","0","0"
"19900133","4","20","4","4","4","7","20","0","0"
"19920942","1","2","1","1","0","1","5","0","0"
"199229417","1","1","1","0","0","1","2","824","22"
"199365209","1","1","1","1","0","2","8","3268","37"
"199426545","1","1","1","1","0","2","5","2340","37"
"199481889","2","4","2","2","0","3","6","464","3"
"199530332","1","0","1","1","0","2","4","0","0"
"199543200","1","1","1","0","0","1","2","0","0"
"19956277","1","1","1","1","0","1","4","0","0"
"199623299","3","9","3","3","3","2","7","9426","159"
"199667815","1","1","1","0","0","1","2","0","0"
"199706891","1","1","0","1","0","2","4","980","14"
"199736345","3","9","3","3","3","2","10","8921","140"
"1998087","1","0","1","1","0","1","3","991","11"
"1998112","4","24","4","0","4","4","7","0","0"
"199858011","1","1","1","1","0","4","8","0","0"
"199872711","2","0","2","2","0","2","4","10083","129"
"200028925","1","0","1","1","0","1","2","0","0"
"200186793","1","1","1","1","0","1","2","0","0"
"200196466","1","1","1","1","0","2","4","1470","14"
"200201475","1","1","1","0","0","1","2","0","0"
"200205242","1","2","1","1","0","2","4","2317","22"
"2002444","1","1","1","1","0","1","3","0","0"
"200613424","2","4","2","2","0","2","6","0","0"
"20067579","1","1","1","0","0","1","2","0","0"
"200955014","1","1","1","1","0","1","5","0","0"
"200971762","1","2","1","0","0","1","2","0","0"
"200975005","1","1","1","1","0","3","7","0","0"
"20104598","1","1","1","1","0","1","3","6061","126"
"2012253","1","1","1","1","0","0","2","0","0"
"201295322","1","1","1","1","0","2","4","0","0"
"201295496","1","1","0","1","0","1","4","2306","33"
"2015725","1","1","1","0","0","1","3","0","0"
"201739458","15","12360","15","15","15","19","55","0","0"
"201741671","1","1","0","1","0","2","6","8112","48"
"20178330","1","2","1","1","0","2","3","0","0"
"20193678","1","2","1","0","0","1","2","0","0"
"20195613","1","1","1","1","0","2","4","0","0"
"20195891","1","2","1","1","0","2","6","1671","18"
"201976379","1","1","1","0","0","1","1","0","0"
"202060701","1","1","0","1","0","2","4","0","0"
"202341248","1","1","0","1","0","3","8","0","0"
"2025150","4","32","4","4","4","5","14","76505","1165"
"202555416","1","1","1","1","0","2","4","0","0"
"20260649","1","1","1","1","0","1","4","0","0"
"202643057","1","1","1","1","0","1","3","0","0"
"202651029","3","3","3","3","0","2","11","6763","88"
"20265934","1","1","1","1","0","2","4","456","3"
"2026854","1","1","1","1","0","2","4","0","0"
"202686","3","9","3","3","3","3","12","2117","28"
"202752473","4","24","4","4","4","4","11","0","0"
"202817489","1","1","1","0","0","1","2","4160","130"
"203011808","1","1","1","1","0","2","2","557","22"
"203216802","1","0","1","0","0","1","2","0","0"
"203240882","1","0","1","1","0","1","4","4312","100"
"203244150","1","1","1","1","0","1","2","0","0"
"203288480","1","1","1","1","0","1","2","5538","78"
"20351087","1","1","1","1","0","1","4","9805","122"
"203596084","2","4","2","0","0","2","5","185","3"
"2037263","1","2","1","1","0","1","3","1021","18"
"203766893","1","2","1","1","0","2","4","713","11"
"20390581","1","1","1","0","0","1","2","0","0"
"203969592","1","1","1","1","0","4","8","0","0"
"203990960","1","1","1","1","0","1","2","0","0"
"204179713","1","1","1","1","0","1","4","2655","40"
"204387320","1","0","0","1","0","2","4","0","0"
"204485307","2","4","2","1","0","1","5","8813","211"
"20474285","1","1","1","1","0","1","1","0","0"
"20484440","1","6","1","1","1","1","4","0","0"
"204915463","1","1","1","1","0","2","5","0","0"
"2049453","1","0","1","1","0","1","2","0","0"
"204976417","1","1","1","1","0","1","2","6852","152"
"205053726","3","9","3","3","3","8","28","0","0"
"20515589","1","0","1","1","0","3","4","185","3"
"205245651","1","1","1","1","0","1","4","14664","156"
"20527305","1","2","1","1","0","2","4","980","7"
"20529437","2","4","2","2","0","1","4","0","0"
"205459199","1","1","1","0","0","1","1","0","0"
"20559827","1","2","1","1","0","1","2","0","0"
"2057721","1","1","1","1","0","2","4","1188","14"
"205825902","1","1","1","1","0","1","3","0","0"
"205838408","1","2","1","1","0","3","4","0","0"
"205870852","1","1","1","0","0","1","2","0","0"
"20595884","2","8","2","2","2","2","8","256","3"
"20598233","2","0","2","0","0","2","3","1522","21"
"206081115","11","132","0","11","11","16","39","40044","466"
"206125812","1","1","1","1","0","1","2","0","0"
"206209967","2","4","2","0","0","2","4","0","0"
"206209975","1","1","1","1","0","1","2","0","0"
"206241665","2","6","2","2","2","2","7","0","0"
"20638620","1","1","1","1","0","1","2","3008","66"
"206408041","3","3","3","0","0","13","7","0","0"
"206439072","8","64","8","8","8","15","38","26937","243"
"20648834","1","2","1","1","0","1","4","5682","63"
"20653987","2","4","2","1","0","3","7","3342","66"
"20656603","1","1","1","0","0","1","2","0","0"
"206611425","5","25","2","5","5","5","10","24357","588"
"20663548","1","1","1","1","0","1","4","1337","14"
"20666451","1","1","1","0","0","1","2","0","0"
"206664575","1","1","1","1","0","1","3","211","3"
"20679751","1","1","1","0","0","1","4","1225","22"
"20686179","1","2","1","1","0","2","4","482","7"
"20687036","1","2","1","1","0","2","5","18058","81"
"207120361","4","16","4","0","4","4","8","1611","47"
"207133748","1","1","1","1","0","2","5","0","0"
"20713740","1","2","1","1","0","1","2","0","0"
"20726758","1","1","1","1","0","2","6","1961","29"
"20732348","4","16","4","1","4","3","7","39896","807"
"20735351","1","4","1","0","1","1","2","0","0"
"20748963","2","2","2","0","0","3","4","0","0"
"207490955","1","1","1","0","0","1","2","10010","286"
"207799901","1","1","0","0","0","1","4","0","0"
"207833605","1","3","1","0","1","1","4","0","0"
"207949649","1","1","1","1","0","3","6","8212","40"
"20802614","1","1","1","1","0","2","4","0","0"
"20840377","1","1","1","1","0","3","8","2897","22"
"208424950","4","16","4","0","4","4","10","0","0"
"20862140","5","30","5","5","5","11","36","34879","392"
"208635821","1","1","1","1","0","2","6","1054","7"
"20871481","1","0","1","1","0","1","4","835","11"
"2088209","1","1","1","1","0","1","2","185","3"
"20891186","1","1","1","1","0","3","5","5348","37"
"20906905","1","1","1","0","0","1","1","0","0"
"20933780","10","15070","10","10","10","13","37","0","0"
"20941907","1","1","1","1","0","1","2","638","7"
"20943364","1","2","1","1","0","3","5","0","0"
"209529811","1","1","1","1","0","2","5","0","0"
"209555962","4","16","4","0","4","4","6","0","0"
"20963219","1","1","1","1","0","1","4","293","3"
"209666136","1","1","1","1","0","1","3","3138","48"
"209863983","1","1","1","1","0","2","5","5746","48"
"21006452","1","1","1","1","0","1","4","222","3"
"210144038","2","0","2","1","0","3","9","0","0"
"21016561","1","1","1","1","0","2","4","0","0"
"21016730","1","1","0","0","0","1","2","0","0"
"2102208","1","2","1","1","0","2","6","0","0"
"21031988","1","1","1","1","0","1","3","1805","22"
"21037402","8","64","8","8","8","9","31","25586","454"
"210468297","3","9","3","1","3","4","8","1170","33"
"2106321","2","4","2","2","0","3","8","3843","21"
"21069096","1","1","1","1","0","1","2","1352","14"
"21076633","1","1","1","1","0","1","2","0","0"
"2107675","1","1","1","1","0","1","4","5549","66"
"21086930","1","1","1","1","0","0","2","0","0"
"21097121","1","1","1","1","0","1","2","0","0"
"2110160","3","12","3","3","3","3","9","2228","44"
"211068655","1","2","1","1","0","3","6","0","0"
"211100368","2","4","2","1","0","7","15","0","0"
"211160979","2","2","2","1","0","26","5","0","0"
"21117377","1","1","1","0","0","1","3","0","0"
"21125219","2","16","1","2","2","5","14","9616","29"
"211444475","7","49","7","7","7","9","28","8555","87"
"211503185","1","1","1","1","0","1","2","653","14"
"21167241","1","1","1","1","0","1","2","0","0"
"21176396","1","4","1","1","1","0","4","0","0"
"21176554","1","1","1","0","0","1","1","0","0"
"21189240","1","1","1","0","0","1","2","0","0"
"21201343","1","1","1","1","0","2","5","0","0"
"21211041","1","5","1","1","1","1","2","289","7"
"21221189","1","1","0","1","0","1","2","1307","29"
"212228091","1","1","1","1","0","1","4","4004","81"
"212319","1","1","1","1","0","1","2","6351","66"
"2124842","1","1","1","1","0","2","4","0","0"
"21260371","1","1","1","1","0","2","5","0","0"
"21273881","1","1","1","0","0","1","4","0","0"
"212798803","1","1","1","1","0","1","4","724","11"
"212813120","1","1","1","1","0","3","9","0","0"
"212817963","1","1","1","1","0","1","3","0","0"
"21290424","1","1","1","0","0","1","2","0","0"
"212988469","1","1","1","1","0","1","2","601","7"
"21307436","5","20","5","5","5","9","25","31837","510"
"213086146","3","9","3","3","3","7","14","19830","259"
"213099061","1","1","1","0","0","2","2","1222","26"
"213386238","2","0","1","2","0","4","12","15495","129"
"21357567","1","1","1","1","0","1","4","1002","22"
"21360106","3","12","3","3","3","5","16","19674","248"
"213603","1","1","1","1","0","2","4","111","3"
"2136630","1","1","1","1","0","1","4","0","0"
"21370294","1","4","1","1","1","2","6","22308","245"
"213723469","1","1","1","1","0","2","2","5794","96"
"2138705","1","1","1","0","0","1","1","0","0"
"213890328","5","25","5","2","5","4","16","8572","177"
"21389140","1","1","1","1","0","2","4","0","0"
"21395777","2","6","2","2","2","1","4","0","0"
"21402999","1","0","1","1","0","1","2","6630","130"
"21405824","2","4","2","2","0","4","7","11695","122"
"214253530","4","20","4","1","4","6","15","11469","296"
"214430478","1","1","1","1","0","1","2","1430","26"
"2145460","1","1","1","1","0","0","3","1649","11"
"214569331","1","1","1","1","0","1","3","1560","22"
"214620458","3","12","3","3","3","4","12","367","3"
"214621367","1","1","1","1","0","2","4","5482","44"
"214637387","3","9","2","0","3","3","11","0","0"
"21472069","1","0","1","1","0","1","4","0","0"
"21488301","1","1","1","0","0","1","1","0","0"
"214956074","1","1","1","1","0","2","3","185","3"
"214971005","1","1","1","1","0","1","2","7918","193"
"215083415","1","0","1","1","0","1","2","4798","70"
"2151483","1","2","1","1","0","1","3","2340","33"
"215154793","2","4","2","2","0","1","5","10213","184"
"215208366","4","12","4","2","4","4","12","7668","151"
"215219513","1","1","1","1","0","2","6","0","0"
"215302","3","12","3","0","3","3","8","4786","106"
"21532729","1","1","1","1","0","1","3","690","11"
"21550479","1","1","1","1","0","1","2","0","0"
"215510290","3","9","3","0","3","3","8","8408","225"
"215542651","1","1","1","1","0","1","4","0","0"
"215680678","1","2","1","1","0","2","4","0","0"
"21572195","1","1","1","1","0","1","2","0","0"
"215826778","2","4","2","0","0","2","5","211","3"
"215999833","1","1","1","1","0","1","2","5616","78"
"216000705","1","1","1","1","0","1","2","0","0"
"216213883","2","138","2","2","2","4","8","0","0"
"216218422","1","1","1","1","0","1","2","0","0"
"21626592","1","1","1","0","0","1","2","319","7"
"216275442","6","24","6","6","6","8","21","18503","191"
"216410861","2","4","2","2","0","3","8","219","3"
"216423396","2","2","2","2","0","3","9","2837","43"
"216692272","1","1","1","1","0","2","5","0","0"
"216694413","1","0","0","1","0","1","4","2652","26"
"2170562","1","1","1","1","0","1","2","0","0"
"21714466","1","1","1","1","0","1","4","3862","48"
"217201511","1","1","1","0","0","1","3","0","0"
"21720298","1","1","1","1","0","2","4","653","14"
"21722739","1","1","1","1","0","1","2","0","0"
"21724107","2","6","2","2","2","3","8","15896","126"
"217243430","1","0","1","1","0","4","8","0","0"
"217245816","3","15","3","1","3","5","10","2506","17"
"217259728","1","1","0","0","0","1","2","906","14"
"21726504","1","1","1","0","0","1","1","0","0"
"217383067","1","1","1","0","0","1","2","0","0"
"217556243","3","15","3","3","3","4","9","4052","55"
"217611793","1","1","1","1","0","1","4","0","0"
"21766115","5","1855","4","5","5","18","33","3862","29"
"21767055","1","1","1","1","0","3","6","0","0"
"21776043","1","0","1","1","0","1","4","0","0"
"21797534","1","1","1","1","0","2","4","0","0"
"21802896","2","4","2","0","0","2","4","0","0"
"2181495","1","1","1","0","0","1","2","0","0"
"21819296","1","1","1","1","0","2","4","10719","137"
"218215146","2","4","2","2","0","4","11","18961","196"
"218228185","1","1","1","1","0","1","2","3075","44"
"21825744","2","4","2","0","0","2","4","0","0"
"21834400","2","6","1","1","2","3","6","367","11"
"21837030","1","0","1","1","0","1","3","0","0"
"21848811","2","2","0","2","0","8","23","8472","62"
"218568000","1","1","1","1","0","1","2","0","0"
"21864548","1","1","1","1","0","1","3","3565","37"
"21865683","1","1","1","1","0","2","5","0","0"
"21870430","1","1","1","0","0","1","2","0","0"
"21870724","1","1","1","1","0","1","2","230","3"
"21873823","1","1","1","1","0","2","6","0","0"
"21876641","1","1","1","1","0","2","4","0","0"
"218791882","1","1","1","1","0","3","6","0","0"
"21885802","1","2","1","1","0","5","10","1114","7"
"21905164","3","12","3","3","3","5","18","4453","70"
"21920864","1","0","1","1","0","1","3","0","0"
"219384928","4","16","0","4","4","6","12","3186","47"
"21944679","1","2","1","1","0","3","5","0","0"
"219462202","1","2","1","1","0","1","4","0","0"
"21956922","1","1","1","1","0","0","2","445","11"
"21973821","1","1","1","1","0","2","4","0","0"
"2197893","1","2","1","1","0","1","4","479","3"
"219816586","1","1","1","1","0","1","4","0","0"
"219820088","1","0","1","1","0","1","3","0","0"
"219897381","1","1","1","1","0","2","4","16045","133"
"220013871","1","1","1","1","0","1","4","1794","26"
"22003802","1","1","1","1","0","2","4","260","3"
"22006431","1","0","1","1","0","1","4","3565","59"
"220188035","1","2","0","1","0","1","4","12004","118"
"22019730","1","1","1","1","0","2","4","0","0"
"220210482","1","1","1","1","0","1","4","0","0"
"2203863","1","10","1","1","1","1","4","0","0"
"220512724","1","1","1","0","0","1","1","111","3"
"220547600","1","1","1","1","0","1","4","0","0"
"22059280","3","9","2","0","3","3","4","0","0"
"220729473","2","4","2","2","0","3","7","2559","48"
"220784588","1","1","1","1","0","2","6","0","0"
"220939046","7","49","7","7","7","7","24","0","0"
"2209493","1","1","1","1","0","1","4","0","0"
"22107557","1","2","1","1","0","1","4","0","0"
"221218602","1","1","1","1","0","1","3","0","0"
"221303554","2","4","2","2","0","5","10","7176","85"
"22132705","1","1","1","0","0","1","2","0","0"
"22140738","1","1","1","1","0","1","2","0","0"
"2214514","1","1","1","1","0","1","4","0","0"
"221551490","1","1","1","1","0","2","6","319","3"
"22165839","1","1","1","1","0","1","4","0","0"
"221661456","2","6","2","0","2","2","4","2124","14"
"221754341","1","1","1","1","0","1","4","0","0"
"22185345","1","1","1","0","0","1","2","0","0"
"221866506","1","1","1","1","0","1","4","0","0"
"221890784","1","1","1","1","0","2","5","0","0"
"22200780","1","1","1","1","0","1","5","0","0"
"222080746","3","0","3","0","0","3","8","2748","70"
"222092400","5","15","5","0","5","4","6","481","9"
"222332436","7","35","7","6","7","7","18","16674","80"
"222360782","2","10","0","2","2","3","8","8914","137"
"22237480","1","2","1","1","0","1","3","0","0"
"222579275","1","0","1","0","0","1","2","0","0"
"222615996","1","1","1","1","0","1","2","0","0"
"222641723","1","0","1","0","0","1","1","0","0"
"222681332","1","1","1","1","0","1","4","4412","44"
"222967898","2","2","2","2","0","1","4","3807","92"
"222983672","1","1","1","1","0","1","2","0","0"
"222988534","1","2","1","1","0","1","2","2206","22"
"223135968","1","1","1","1","0","2","4","297","7"
"22330447","4","16","4","4","4","6","16","11538","87"
"223325295","1","1","1","0","0","1","2","0","0"
"22344439","1","1","1","1","0","2","4","0","0"
"22347179","1","1","1","0","0","1","2","0","0"
